scope,pipeline,L,step,mean_nldd,nldd_se,mean_tas_t,tas_t_se,n_clean,bin_status
hard,v6,7,7,426.670898102562,149.14287800836308,0.35684922791672363,0.0051308743293291305,59,ok
hard,v6,8,1,,,1.0,0.0,50,ok
hard,v6,8,2,-3.037503309387544,14.637798382136225,0.6551561815150589,0.014851258489174358,50,ok
hard,v6,8,3,-17.759542691593833,11.345325461214165,0.5227573791659642,0.009822726091819,50,ok
hard,v6,8,4,46.35754311550009,24.569739135577873,0.4576521792116328,0.008462402557985516,50,ok
hard,v6,8,5,-6.701468145719704,6.745226813378425,0.40583895042397533,0.007647554231303475,50,ok
hard,v6,8,6,-9.815697280886926,32.82002516693236,0.3727674704763529,0.007191095208370294,50,ok
hard,v6,8,7,242.540067992448,144.98809367063703,0.34369755817984954,0.006536871024048354,50,ok
hard,v6,8,8,551.8220435170917,128.19117390531056,0.3184559291506689,0.0057762751867521545,50,ok
hard,v6,9,1,,,1.0,0.0,36,ok
hard,v6,9,2,-2.118855848708075,6.168837715640318,0.6750021715207395,0.017971890990935043,36,ok
hard,v6,9,3,36.13138251658952,39.159526950019405,0.5382262419378684,0.014244966987073655,36,ok
hard,v6,9,4,-15.116547791214868,14.510601350610095,0.4675979059287673,0.01154520790483217,36,ok
hard,v6,9,5,14.765309595498675,12.83299993072995,0.4206938372801281,0.010532517150485147,36,ok
hard,v6,9,6,10.322184549562722,9.936763944772576,0.3793635226326166,0.009951884678107389,36,ok
hard,v6,9,7,-68.40304743366414,57.47703558904847,0.34545959012163224,0.008856617273291375,36,ok
hard,v6,9,8,113.3279979322587,90.21067486420871,0.32001076252618016,0.006768692611657116,36,ok
hard,v6,9,9,407.52367732228697,155.46230516653176,0.29833953507700717,0.006267871271333016,36,ok
